,YYYYMM,AGENT_CODE,AGENT_NM,CUST_TYPE,PRD_CATG,PRD_BRAND,REGION,PROVINCE,TM_CAL_PERIOD,AG_SALE_OUT_OTHER_FLG,AG_SALE_OUT_FLG,SALE_OUT_AGENT,SALE_OUT_AGENT_OTHER,BEG_STOCK_AGENT,END_STOCK_AGENT,BUY_IN,collected_at
53,201809,0001010430,บุญชัยพาณิชย์,Super Sub-agent,Spirits,Sangsom,Region 2,Trat,T2,ERR,-,0.0,,0.0,25.0,25.0,2021-04-28 14:18:58
54,201809,0001010428,บจก.พี แอนด์ พี เกาะช้าง,Super Sub-agent,Beer,ChangClassic,Region 2,Trat,T3,ERR,-,3535.0,,2040.0,455.0,1950.0,2021-04-28 14:18:58
55,201809,0001010428,บจก.พี แอนด์ พี เกาะช้าง,Super Sub-agent,Spirits,HongThong,Region 2,Trat,T3,ERR,-,291.0,,114.0,161.0,338.0,2021-04-28 14:18:58
56,201809,0001010428,บจก.พี แอนด์ พี เกาะช้าง,Super Sub-agent,NAB,Rock Mountain,Region 2,Trat,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:18:58
57,201809,0001010428,บจก.พี แอนด์ พี เกาะช้าง,Super Sub-agent,Spirits,RuangKhao,Region 2,Trat,T3,ERR,-,1332.0,,507.0,75.0,900.0,2021-04-28 14:18:58
58,201809,0001010428,บจก.พี แอนด์ พี เกาะช้าง,Super Sub-agent,Spirits,Sangsom,Region 2,Trat,T3,ERR,-,82.0,,86.0,174.0,170.0,2021-04-28 14:18:58
59,201809,0001010427,หจก.โตศักดิ์สิทธิ์การค้า,Agent,Spirits,Blend285,Region 2,Sa Kaeo,T3,-,-,71.0,63.0,138.0,107.0,40.0,2021-04-28 14:18:58
60,201809,0001010427,หจก.โตศักดิ์สิทธิ์การค้า,Agent,Beer,ChangClassic,Region 2,Sa Kaeo,T3,ERR,-,2583.375,,4402.0,5250.0,3431.375,2021-04-28 14:18:58
61,201809,0001010427,หจก.โตศักดิ์สิทธิ์การค้า,Agent,Spirits,ChiangChun,Region 2,Sa Kaeo,T3,-,-,155.0,142.0,70.0,35.0,120.0,2021-04-28 14:18:58
62,201809,0001010427,หจก.โตศักดิ์สิทธิ์การค้า,Agent,NAB,GreenTea,Region 2,Sa Kaeo,T3,ERR,ERR,-164.0,,550.0,1275.0,561.0,2021-04-28 14:18:58
63,201809,0001010427,หจก.โตศักดิ์สิทธิ์การค้า,Agent,Spirits,HongThong,Region 2,Sa Kaeo,T3,-,-,1290.0,883.0,1500.0,1970.0,1760.0,2021-04-28 14:18:58
64,201809,0001010427,หจก.โตศักดิ์สิทธิ์การค้า,Agent,NAB,JubJai,Region 2,Sa Kaeo,T3,ERR,-,12.0,,110.0,170.0,72.0,2021-04-28 14:18:58
65,201809,0001010427,หจก.โตศักดิ์สิทธิ์การค้า,Agent,Spirits,Meridian,Region 2,Sa Kaeo,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:18:58
66,201809,0001010427,หจก.โตศักดิ์สิทธิ์การค้า,Agent,Spirits,PhayaSeur,Region 2,Sa Kaeo,T3,-,-,45.0,34.0,40.0,35.0,40.0,2021-04-28 14:18:58
67,201809,0001010427,หจก.โตศักดิ์สิทธิ์การค้า,Agent,NAB,Rock Mountain,Region 2,Sa Kaeo,T2,ERR,ERR,,,,240.0,0.0,2021-04-28 14:18:58
68,201809,0001010427,หจก.โตศักดิ์สิทธิ์การค้า,Agent,Spirits,RuangKhao,Region 2,Sa Kaeo,T3,-,-,11202.0,7345.0,5289.0,5127.0,11040.0,2021-04-28 14:18:58
69,201809,0001010427,หจก.โตศักดิ์สิทธิ์การค้า,Agent,Spirits,Sangsom,Region 2,Sa Kaeo,T3,-,-,44.0,38.0,53.0,54.0,45.0,2021-04-28 14:18:58
70,201809,0001010427,หจก.โตศักดิ์สิทธิ์การค้า,Agent,Spirits,WhiteTiger,Region 2,Sa Kaeo,T3,-,-,191.0,174.0,165.0,84.0,110.0,2021-04-28 14:18:58
71,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,Beer,Archa,Region 2,Sa Kaeo,T3,ERR,-,473.0,,230.0,292.0,535.0,2021-04-28 14:18:58
72,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,Spirits,Bangyikhan,Region 2,Sa Kaeo,T3,ERR,-,3.0,,3.0,3.0,3.0,2021-04-28 14:18:58
73,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,NAB,Chang,Region 2,Sa Kaeo,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:18:58
74,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,Beer,ChangClassic,Region 2,Sa Kaeo,T3,ERR,-,5046.0,,6538.0,6657.0,5165.0,2021-04-28 14:18:58
75,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,Spirits,ChiangChun,Region 2,Sa Kaeo,T3,-,-,57.0,10.0,69.0,82.0,70.0,2021-04-28 14:18:58
76,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,NAB,GreenTea,Region 2,Sa Kaeo,T3,-,-,977.0,323.0,693.0,798.0,1082.0,2021-04-28 14:18:58
77,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,Spirits,HongThong,Region 2,Sa Kaeo,T3,ERR,-,256.0,0.0,1780.0,4414.0,2890.0,2021-04-28 14:18:58
78,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,NAB,JubJai,Region 2,Sa Kaeo,T3,-,-,169.0,93.0,235.0,250.0,184.0,2021-04-28 14:18:58
79,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,Spirits,Kulov,Region 2,Sa Kaeo,T3,-,-,151.0,5.0,160.0,11.0,2.0,2021-04-28 14:18:58
80,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,Spirits,Meridian,Region 2,Sa Kaeo,T3,-,-,3.0,1.5,19.0,22.0,6.0,2021-04-28 14:18:58
81,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,Spirits,PhayaSeur,Region 2,Sa Kaeo,T3,-,-,149.0,17.0,150.0,131.0,130.0,2021-04-28 14:18:58
82,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,NAB,Rock Mountain,Region 2,Sa Kaeo,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:18:58
83,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,Spirits,RuangKhao,Region 2,Sa Kaeo,T3,-,-,19441.0,5785.0,7384.0,7703.0,19760.0,2021-04-28 14:18:58
84,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,Spirits,Sangsom,Region 2,Sa Kaeo,T3,-,-,111.0,38.0,210.0,283.0,184.0,2021-04-28 14:18:58
85,201809,0001010426,หจก.ส.วัฒนาการค้า,Agent,Spirits,WhiteTiger,Region 2,Sa Kaeo,T3,ERR,-,94.0,0.0,126.0,222.0,190.0,2021-04-28 14:18:58
86,201809,0001010425,หจก.ศ.ศิริวัฒนาทร,Agent,Beer,Archa,Region 2,Sa Kaeo,T3,ERR,-,217.0,,206.0,244.0,255.0,2021-04-28 14:18:58
87,201809,0001010425,หจก.ศ.ศิริวัฒนาทร,Agent,Spirits,Blend285,Region 2,Sa Kaeo,T3,-,-,12.0,11.0,26.0,49.0,35.0,2021-04-28 14:18:58
88,201809,0001010425,หจก.ศ.ศิริวัฒนาทร,Agent,Beer,ChangClassic,Region 2,Sa Kaeo,T3,ERR,-,1139.0,,3159.0,2915.0,895.0,2021-04-28 14:18:58
89,201809,0001010425,หจก.ศ.ศิริวัฒนาทร,Agent,NAB,GreenTea,Region 2,Sa Kaeo,T3,ERR,ERR,-18.0,0.0,157.0,520.0,345.0,2021-04-28 14:18:58
90,201809,0001010425,หจก.ศ.ศิริวัฒนาทร,Agent,Spirits,HongThong,Region 2,Sa Kaeo,T3,-,-,695.0,562.0,695.0,760.0,760.0,2021-04-28 14:18:58
91,201809,0001010425,หจก.ศ.ศิริวัฒนาทร,Agent,NAB,JubJai,Region 2,Sa Kaeo,T3,ERR,-,48.0,,50.0,290.0,288.0,2021-04-28 14:18:58
92,201809,0001010425,หจก.ศ.ศิริวัฒนาทร,Agent,Spirits,Meridian,Region 2,Sa Kaeo,T3,ERR,-,1.0,0.0,4.0,5.0,2.0,2021-04-28 14:18:58
93,201809,0001010425,หจก.ศ.ศิริวัฒนาทร,Agent,Spirits,PhayaSeur,Region 2,Sa Kaeo,T3,ERR,-,78.0,,38.0,25.0,65.0,2021-04-28 14:18:58
94,201809,0001010425,หจก.ศ.ศิริวัฒนาทร,Agent,NAB,Rock Mountain,Region 2,Sa Kaeo,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:18:58
95,201809,0001010425,หจก.ศ.ศิริวัฒนาทร,Agent,Spirits,RuangKhao,Region 2,Sa Kaeo,T3,-,-,5426.0,4871.0,2360.0,2759.0,5825.0,2021-04-28 14:18:58
96,201809,0001010425,หจก.ศ.ศิริวัฒนาทร,Agent,Spirits,Sangsom,Region 2,Sa Kaeo,T3,ERR,-,4.0,0.0,41.0,52.0,15.0,2021-04-28 14:18:58
97,201809,0001010425,หจก.ศ.ศิริวัฒนาทร,Agent,Spirits,WhiteTiger,Region 2,Sa Kaeo,T3,ERR,-,25.0,,15.0,15.0,25.0,2021-04-28 14:18:58
98,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,Beer,Archa,Region 2,Prachin Buri,T3,ERR,-,755.0,,496.0,191.0,450.0,2021-04-28 14:18:58
99,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,Spirits,Bangyikhan,Region 2,Prachin Buri,T3,-,-,14.0,0.0,5.0,13.0,22.0,2021-04-28 14:18:58
100,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,Spirits,Blend285,Region 2,Prachin Buri,T3,ERR,-,144.0,0.0,119.0,278.0,303.0,2021-04-28 14:18:58
101,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,Beer,ChangClassic,Region 2,Prachin Buri,T3,ERR,-,15987.0,,16709.0,12082.0,11360.0,2021-04-28 14:18:58
102,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,Spirits,ChiangChun,Region 2,Prachin Buri,T3,-,-,40.0,13.0,25.0,35.0,50.0,2021-04-28 14:18:58
103,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,Spirits,HongThong,Region 2,Prachin Buri,T3,ERR,-,4379.0,0.0,3819.0,2940.0,3500.0,2021-04-28 14:18:58
104,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,Spirits,Kulov,Region 2,Prachin Buri,T3,ERR,-,75.0,0.0,80.0,10.0,5.0,2021-04-28 14:18:58
105,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,Spirits,Meridian,Region 2,Prachin Buri,T3,ERR,ERR,-1.0,0.0,5.0,21.0,15.0,2021-04-28 14:18:58
106,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,Spirits,PhayaSeur,Region 2,Prachin Buri,T3,-,-,571.0,176.0,85.0,154.0,640.0,2021-04-28 14:18:58
107,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,NAB,Rock Mountain,Region 2,Prachin Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:18:58
108,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,Spirits,RuangKhao,Region 2,Prachin Buri,T3,-,-,21027.0,11460.0,9922.0,7980.0,19085.0,2021-04-28 14:18:58
109,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,Spirits,Sangsom,Region 2,Prachin Buri,T3,-,-,137.0,80.5,221.0,190.0,106.0,2021-04-28 14:18:58
110,201809,0001010423,หจก.กุหลาบการสุรา วังสมบูรณ์,Agent,Spirits,WhiteTiger,Region 2,Prachin Buri,T3,ERR,-,114.0,0.0,1540.0,2336.0,910.0,2021-04-28 14:18:58
111,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,Beer,Archa,Region 2,Prachin Buri,T3,ERR,-,1530.0,,1790.0,580.0,320.0,2021-04-28 14:18:58
112,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,Spirits,Blend285,Region 2,Prachin Buri,T3,ERR,ERR,-78.0,0.0,511.0,601.0,12.0,2021-04-28 14:18:58
113,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,NAB,Chang,Region 2,Prachin Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:18:58
114,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,Beer,ChangClassic,Region 2,Prachin Buri,T3,ERR,-,6439.0,,9557.0,6998.0,3880.0,2021-04-28 14:18:58
115,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,Spirits,ChiangChun,Region 2,Prachin Buri,T3,-,-,24.0,22.0,42.0,68.0,50.0,2021-04-28 14:18:58
116,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,NAB,GreenTea,Region 2,Prachin Buri,T3,ERR,-,732.0,,1256.0,1159.0,635.0,2021-04-28 14:18:58
117,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,NAB,JubJai,Region 2,Prachin Buri,T3,ERR,-,158.0,,232.0,650.0,576.0,2021-04-28 14:18:58
118,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,Spirits,Meridian,Region 2,Prachin Buri,T3,ERR,-,5.0,,40.0,40.0,5.0,2021-04-28 14:18:58
119,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,Spirits,PhayaSeur,Region 2,Prachin Buri,T3,-,-,507.0,447.0,150.0,362.0,719.0,2021-04-28 14:18:58
120,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,NAB,Rock Mountain,Region 2,Prachin Buri,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:18:58
121,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,Spirits,RuangKhao,Region 2,Prachin Buri,T3,-,-,30807.0,24210.0,25517.0,22315.0,27605.0,2021-04-28 14:18:58
122,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,Spirits,Sangsom,Region 2,Prachin Buri,T3,-,-,84.0,42.0,241.0,257.0,100.0,2021-04-28 14:18:58
123,201809,0001010419,หจก.กบินทร์ปั้งง้วนหลี,Agent,Spirits,WhiteTiger,Region 2,Prachin Buri,T3,-,-,54.0,24.0,479.0,545.0,120.0,2021-04-28 14:18:58
124,201809,0001010417,หจก.ธาดาโอภาส,Agent,Beer,Archa,Region 2,Chachoengsao,T3,ERR,-,190.0,,55.0,75.0,210.0,2021-04-28 14:18:58
125,201809,0001010417,หจก.ธาดาโอภาส,Agent,Spirits,Blend285,Region 2,Chachoengsao,T3,-,-,218.0,164.0,249.0,248.0,217.0,2021-04-28 14:18:58
126,201809,0001010417,หจก.ธาดาโอภาส,Agent,NAB,Chang,Region 2,Chachoengsao,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:18:58
127,201809,0001010417,หจก.ธาดาโอภาส,Agent,Beer,ChangClassic,Region 2,Chachoengsao,T3,ERR,-,6323.0,,2238.0,2185.0,6270.0,2021-04-28 14:18:58
128,201809,0001010417,หจก.ธาดาโอภาส,Agent,Spirits,ChooSibNiw,Region 2,Chachoengsao,T3,-,-,140.0,108.0,240.0,310.0,210.0,2021-04-28 14:18:58
129,201809,0001010417,หจก.ธาดาโอภาส,Agent,NAB,GreenTea,Region 2,Chachoengsao,T3,-,-,472.0,432.0,120.0,80.0,432.0,2021-04-28 14:18:58
130,201809,0001010417,หจก.ธาดาโอภาส,Agent,Spirits,HongThong,Region 2,Chachoengsao,T3,-,-,1595.0,393.0,2800.0,3100.0,1895.0,2021-04-28 14:18:58
131,201809,0001010417,หจก.ธาดาโอภาส,Agent,NAB,JubJai,Region 2,Chachoengsao,T1,ERR,-,144.0,,30.0,30.0,144.0,2021-04-28 14:18:58
132,201809,0001010417,หจก.ธาดาโอภาส,Agent,Spirits,Meridian,Region 2,Chachoengsao,T3,ERR,-,12.0,,12.0,5.0,5.0,2021-04-28 14:18:58
133,201809,0001010417,หจก.ธาดาโอภาส,Agent,Spirits,MungkornThong,Region 2,Chachoengsao,T3,ERR,ERR,-4.0,,3.0,10.0,3.0,2021-04-28 14:18:58
134,201809,0001010417,หจก.ธาดาโอภาส,Agent,Spirits,PhayaSeur,Region 2,Chachoengsao,T3,-,-,110.0,105.0,45.0,45.0,110.0,2021-04-28 14:18:58
135,201809,0001010417,หจก.ธาดาโอภาส,Agent,NAB,Rock Mountain,Region 2,Chachoengsao,,ERR,-,-99.0,,,-99.0,-99.0,2021-04-28 14:18:58
136,201809,0001010417,หจก.ธาดาโอภาส,Agent,Spirits,RuangKhao,Region 2,Chachoengsao,T3,-,-,8483.0,6845.0,7165.0,6922.0,8240.0,2021-04-28 14:18:58
137,201809,0001010417,หจก.ธาดาโอภาส,Agent,Spirits,Sangsom,Region 2,Chachoengsao,T3,ERR,-,73.0,0.0,91.0,96.0,78.0,2021-04-28 14:18:58
